"ImageIndex","Chapter","Map","Source","Destination","SHA256","Status"
"231","12","44","1787763012179_2210334767131197631_g1860709059863148993_6a6d68841e13b613ea86dcb059b24419.jpg","masterdata/chap12/44.jpeg","267A2FD1965ED9BDB9873EF3E16E98017271BC3156846B6064852F02670ED384","added"
"232","12","45","1787763012378_2210334767131197631_g1860709059863148993_4152cd0179c1d0bb05855fa6a004e94e.jpg","masterdata/chap12/45.jpeg","DFADFC31A3594D0B691D414FDB5E51C83EF99BA2EC103A49C08440527A61866C","added"
"233","12","46","1787763012539_2210334767131197631_g1860709059863148993_4808d3827c0127c55a3ed4be813b9ad1.jpg","masterdata/chap12/46.jpeg","17F2A0DA03F27A8E3577323814258F1309F04EEBF4AB7BFDC0A51A31B60868FD","added"
"234","12","47","1787763012728_2210334767131197631_g1860709059863148993_9f183218e9db750d3a201d7b658caa63.jpg","masterdata/chap12/47.jpeg","2C5B136763AB0C4A0F432A3B203644917913A253F2ED2CCAC4B10D97B37627C5","added"
"235","12","48","1787763012898_2210334767131197631_g1860709059863148993_3950f1852844c557d298daf81cd9a064.jpg","masterdata/chap12/48.jpeg","3988861A47D5A37406AFDBD214C1120324B3842FA3E30F08DD42BCF3E3B3CB94","added"
"236","12","49","1787763013025_2210334767131197631_g1860709059863148993_aae52fd878e7b0eb8fdaff635085326d.jpg","masterdata/chap12/49.jpeg","3460265F019409A3EF9C65A8FAAC42053D285DCE30ED2C2CA1D1D1F58DAA5EA6","added"
"237","12","50","1787763013103_2210334767131197631_g1860709059863148993_9e030ede288560e3fb670dced4399f2a.jpg","masterdata/chap12/50.jpeg","6C9B2508E4C0A8D335153F04DFEFEE1C896F36E0EA84D31225BC899138559597","added"
"238","12","51","1787763013199_2210334767131197631_g1860709059863148993_10589e99a56d90c5ea9be49fd64ab77d.jpg","masterdata/chap12/51.jpeg","7315D9529FEF1BB30AB3441D823699B691D1732B57EF5CB107B158C26043C95E","added"
"239","12","52","1787763013281_2210334767131197631_g1860709059863148993_345b774ec53bb5530b749c61326fe06d.jpg","masterdata/chap12/52.jpeg","CE79AFD9424295CC8DB312B6BE1F4B33757CD884BFA5459A1752E8D33167F9DA","added"
"240","12","53","1787763013454_2210334767131197631_g1860709059863148993_11c8ac37cf6ec59fb442c36d841754d6.jpg","masterdata/chap12/53.jpeg","58552AE85539A38A886FAEECD6963642DEA4DFB8197B0338086E0370870A2CDE","added"
"241","12","54","1787763013524_2210334767131197631_g1860709059863148993_bbdde9d83aa64e8768103a546c860f61.jpg","masterdata/chap12/54.jpeg","6C837ABB8C11DA9C71C3EFA35D92642AEDA279EFA4D904BFD4BB04CA8A41E67E","added"
"242","12","55","1787763013613_2210334767131197631_g1860709059863148993_ed9c2affe2e0bd2ef12a8d1a3bee574d.jpg","masterdata/chap12/55.jpeg","BFC1B40A73BDD1DF5AF35B8C3E4E49E7FE236B6091CADE148F1147E179AA15CF","added"
"243","12","56","1787763013691_2210334767131197631_g1860709059863148993_f0eb4df2328a8aac412857ba9d6bbb73.jpg","masterdata/chap12/56.jpeg","E0EB2E70A0F25460F03FB2B27951B210D92259F9472C162A6798A0B36109DDF1","added"
"244","12","60","1787763013770_2210334767131197631_g1860709059863148993_66acd5972e62dd422c309fb4b934629f.jpg","masterdata/chap12/60.jpeg","A73C182286ACA2AC399282D7C2959D9785BF6EBB79C283A044B3900DF58EB3B3","added"
"245","5","22","1787763097681_2210334767131197631_g1860709059863148993_ec61d57698b71bbe5a6cecac74850918.jpg","masterdata/chap5/22.jpeg","143747771CB27499C72CE953BD0EAA713E84DFDD46966976E9BBF77879E6B706","added"
"246","4","22","1787763734721_2210334767131197631_g1860709059863148993_49a8a2bb4e603eb2af07f72d37fff330.jpg","masterdata/chap4/22.jpeg","F0D53E0BA0E1CA705C1D4A5AC66579C4CA33D04C6492E0EBDFE866C2051C7D40","added"
"247","4","5","1787763893928_2210334767131197631_g1860709059863148993_86eb57a3141d65c65e1b8358e7c674c7.jpg","masterdata/chap4/5.jpeg","F4A9312E1741AD1449EEE521DB42ABF4D9DA1008C86E4096BD1035E74051BB26","added"
